_id,ASISTENCIA_TOTAL,DIAS_LABORADOS,REGISTROS,PROMEDIO_ASISTENCIA,PROMEDIO_DIAS_LABORADOS
,406972,4424,240,1695.7166666666667,18.433333333333334
